597,598,592,594,1,1,1,1,1,1,1,1,297
598,601,597,599,1,1,1,1,1,1,1,1,300
602,602,599,601,1,1,1,1,1,1,1,1,301
602,604,598,599,1,1,1,1,1,1,1,1,300
603,604,600,602,1,1,1,1,1,1,1,1,301
605,606,602,604,1,1,1,1,1,1,1,1,302
604,607,603,605,1,1,1,1,1,1,1,1,303
599,605,598,603,1,1,1,1,1,1,1,1,302
595,598,589,595,1,1,1,1,1,1,1,1,298
591,593,588,591,1,1,1,1,1,1,1,1,296
593,594,588,592,1,1,1,1,1,1,1,1,296
594,596,589,590,1,1,1,1,1,1,1,1,295
597,598,592,595,1,1,1,1,1,1,1,1,298
597,603,594,595,1,1,1,1,1,1,1,1,298
593,594,590,592,1,1,1,1,1,1,1,1,296
594,596,589,592,1,1,1,1,1,1,1,1,296
592,593,584,591,1,1,1,1,1,1,1,1,296
591,593,586,587,1,1,1,1,1,1,1,1,294
581,582,577,578,1,1,1,1,1,1,1,1,289
569,576,568,573,1,1,1,1,1,1,1,1,287
569,573,565,572,1,1,1,1,1,1,1,1,286
563,572,562,564,1,1,1,1,1,1,1,1,282
574,574,553,556,1,1,1,1,1,1,1,1,278
589,590,580,582,1,1,1,1,1,1,1,1,291
590,593,587,590,1,1,1,1,1,1,1,1,295
587,597,587,595,1,1,1,1,1,1,1,1,298
587,589,578,583,1,1,1,1,1,1,1,1,292
587,593,583,591,1,1,1,1,1,1,1,1,296
597,598,590,591,1,1,1,1,1,1,1,1,296
589,600,589,597,1,1,1,1,1,1,1,1,299
585,590,581,584,1,1,1,1,1,1,1,1,292
593,598,583,584,1,1,1,1,1,1,1,1,292
603,604,594,595,1,1,1,1,1,1,1,1,298
614,617,601,603,1,1,1,1,1,1,1,1,302
620,620,614,617,1,1,1,1,1,1,1,1,309
622,623,618,623,1,1,1,1,1,1,1,1,312
630,631,621,625,1,1,1,1,1,1,1,1,313
624,629,623,627,1,1,1,1,1,1,1,1,314
623,625,621,625,1,1,1,1,1,1,1,1,313
625,630,622,624,1,1,1,1,1,1,1,1,312
617,622,614,620,1,1,1,1,1,1,1,1,310
619,620,615,616,1,1,1,1,1,1,1,1,308
616,621,611,615,1,1,1,1,1,1,1,1,308
617,619,613,614,1,1,1,1,1,1,1,1,307
620,621,613,619,1,1,1,1,1,1,1,1,310
616,620,612,616,1,1,1,1,1,1,1,1,309
613,621,611,619,1,1,1,1,1,1,1,1,310
616,625,615,617,1,1,1,1,1,1,1,1,309
612,615,610,613,1,1,1,1,1,1,1,1,307
612,616,606,612,1,1,1,1,1,1,1,1,306
608,617,607,608,1,1,1,1,1,1,1,1,304
609,615,603,608,1,1,1,1,1,1,1,1,304
601,620,601,618,1,1,1,1,1,1,1,1,309
599,602,592,601,1,1,1,1,1,1,1,1,301
544,545,537,541,1,1,1,1,1,1,1,1,271
547,547,542,543,1,1,1,1,1,1,1,1,272
540,546,538,541,1,1,1,1,1,1,1,1,271
538,545,537,539,1,1,1,1,1,1,1,1,270
533,538,528,536,1,1,1,1,1,1,1,1,268
536,537,529,530,1,1,1,1,1,1,1,1,265
539,540,530,534,1,1,1,1,1,1,1,1,267
528,540,527,538,1,1,1,1,1,1,1,1,269
525,528,519,522,1,1,1,1,1,1,1,1,261
530,531,523,526,1,1,1,1,1,1,1,1,263
529,532,519,526,1,1,1,1,1,1,1,1,263
528,533,525,528,1,1,1,1,1,1,1,1,264
533,534,518,527,1,1,1,1,1,1,1,1,264
529,537,529,530,1,1,1,1,1,1,1,1,265
522,528,518,527,1,1,1,1,1,1,1,1,264
515,520,511,513,1,1,1,1,1,1,1,1,257
513,518,512,516,1,1,1,1,1,1,1,1,258
510,520,509,513,1,1,1,1,1,1,1,1,257
493,510,492,508,1,1,1,1,1,1,1,1,254
484,491,481,490,1,1,1,1,1,1,1,1,245
480,482,479,481,1,1,1,1,1,1,1,1,241
480,482,479,481,1,1,1,1,1,1,1,1,241
482,485,480,480,1,1,1,1,1,1,1,1,240
481,484,480,482,1,1,1,1,1,1,1,1,241
479,480,475,476,1,1,1,1,1,1,1,1,238
478,480,471,476,1,1,1,1,1,1,1,1,238
465,473,465,471,1,1,1,1,1,1,1,1,236
465,468,463,464,1,1,1,1,1,1,1,1,232
471,472,467,470,1,1,1,1,1,1,1,1,235
463,464,460,463,1,1,1,1,1,1,1,1,232
455,465,453,460,1,1,1,1,1,1,1,1,230
450,455,448,450,1,1,1,1,1,1,1,1,225
459,460,452,453,1,1,1,1,1,1,1,1,227
453,460,448,459,1,1,1,1,1,1,1,1,230
456,457,450,451,1,1,1,1,1,1,1,1,226
450,458,450,455,1,1,1,1,1,1,1,1,228
458,458,451,451,1,1,1,1,1,1,1,1,226
462,468,458,464,1,1,1,1,1,1,1,1,232
468,472,461,462,1,1,1,1,1,1,1,1,231
481,483,467,468,1,1,1,1,1,1,1,1,234
490,491,482,482,1,1,1,1,1,1,1,1,241
489,495,486,491,1,1,1,1,1,1,1,1,246
484,490,481,486,1,1,1,1,1,1,1,1,243
489,491,486,486,1,1,1,1,1,1,1,1,243
484,495,483,492,1,1,1,1,1,1,1,1,246
498,498,492,492,1,1,1,1,1,1,1,1,246
502,506,499,504,1,1,1,1,1,1,1,1,252
502,506,501,505,1,1,1,1,1,1,1,1,253
505,506,496,500,1,1,1,1,1,1,1,1,250
506,509,504,508,1,1,1,1,1,1,1,1,254
492,507,491,506,1,1,1,1,1,1,1,1,253
491,492,487,490,1,1,1,1,1,1,1,1,245
489,493,487,490,1,1,1,1,1,1,1,1,245
480,487,479,485,1,1,1,1,1,1,1,1,243
486,489,479,485,1,1,1,1,1,1,1,1,243
495,495,483,484,1,1,1,1,1,1,1,1,242
491,497,490,493,1,1,1,1,1,1,1,1,247
489,491,485,489,1,1,1,1,1,1,1,1,245
481,491,480,490,1,1,1,1,1,1,1,1,245
483,489,482,485,1,1,1,1,1,1,1,1,243
484,486,475,477,1,1,1,1,1,1,1,1,239
461,483,461,482,1,1,1,1,1,1,1,1,241
461,470,458,466,1,1,1,1,1,1,1,1,233
469,471,460,460,1,1,1,1,1,1,1,1,230
492,495,483,494,1,1,1,1,1,1,1,1,247
490,494,486,491,1,1,1,1,1,1,1,1,246
482,493,480,489,1,1,1,1,1,1,1,1,245
472,479,471,476,1,1,1,1,1,1,1,1,238
472,473,463,467,1,1,1,1,1,1,1,1,234
454,457,450,457,1,1,1,1,1,1,1,1,229
438,451,435,450,1,1,1,1,1,1,1,1,225
444,448,434,436,1,1,1,1,1,1,1,1,218
442,442,436,437,1,1,1,1,1,1,1,1,218
445,448,434,439,1,1,1,1,1,1,1,1,220
455,458,445,445,1,1,1,1,1,1,1,1,223
463,465,451,454,1,1,1,1,1,1,1,1,227
473,478,469,472,1,1,1,1,1,1,1,1,236
477,478,471,473,1,1,1,1,1,1,1,1,237
480,483,473,475,1,1,1,1,1,1,1,1,238
487,487,478,482,1,1,1,1,1,1,1,1,241
490,497,486,486,1,1,1,1,1,1,1,1,243
500,501,485,489,1,1,1,1,1,1,1,1,245
503,503,498,500,1,1,1,1,1,1,1,1,250
503,506,497,500,1,1,1,1,1,1,1,1,250
496,504,496,501,1,1,1,1,1,1,1,1,251
483,500,482,498,1,1,1,1,1,1,1,1,249
494,495,483,483,1,1,1,1,1,1,1,1,242
482,489,482,489,1,1,1,1,1,1,1,1,244
480,489,476,487,1,1,1,1,1,1,1,1,244
487,489,472,474,1,1,1,1,1,1,1,1,237
488,489,478,485,1,1,1,1,1,1,1,1,243
499,501,483,486,1,1,1,1,1,1,1,1,243
500,509,497,499,1,1,1,1,1,1,1,1,250
495,508,495,506,1,1,1,1,1,1,1,1,253
487,494,481,493,1,1,1,1,1,1,1,1,247
480,491,480,482,1,1,1,1,1,1,1,1,241
493,493,483,486,1,1,1,1,1,1,1,1,243
485,492,481,490,1,1,1,1,1,1,1,1,245
482,490,475,475,1,1,1,1,1,1,1,1,238
468,477,464,477,1,1,1,1,1,1,1,1,239
481,490,477,477,1,1,1,1,1,1,1,1,239
469,485,464,472,1,1,1,1,1,1,1,1,236
485,486,474,475,1,1,1,1,1,1,1,1,238
496,499,488,494,1,1,1,1,1,1,1,1,247
510,511,497,498,1,1,1,1,1,1,1,1,249
507,508,498,508,1,1,1,1,1,1,1,1,254
510,511,496,508,1,1,1,1,1,1,1,1,254
517,522,510,511,1,1,1,1,1,1,1,1,256
512,512,502,505,1,1,1,1,1,1,1,1,253
516,520,508,509,1,1,1,1,1,1,1,1,255
514,523,513,522,1,1,1,1,1,1,1,1,261
500,505,481,493,1,1,1,1,1,1,1,1,247
509,518,460,499,1,1,1,1,1,1,1,1,250
501,516,500,510,1,1,1,1,1,1,1,1,255
527,527,504,506,1,1,1,1,1,1,1,1,253
527,533,525,531,1,1,1,1,1,1,1,1,266
531,538,525,526,1,1,1,1,1,1,1,1,263
533,537,527,532,1,1,1,1,1,1,1,1,266
532,535,521,529,1,1,1,1,1,1,1,1,265
529,538,527,529,1,1,1,1,1,1,1,1,265
545,545,529,532,1,1,1,1,1,1,1,1,266
547,549,542,545,1,1,1,1,1,1,1,1,273
552,552,543,547,1,1,1,1,1,1,1,1,274
556,560,552,554,1,1,1,1,1,1,1,1,277
554,560,551,555,1,1,1,1,1,1,1,1,278
549,554,545,550,1,1,1,1,1,1,1,1,275
563,569,550,550,1,1,1,1,1,1,1,1,275
592,598,588,595,1,1,1,1,1,1,1,1,298
590,592,584,589,1,1,1,1,1,1,1,1,295
573,589,571,587,1,1,1,1,1,1,1,1,294
567,574,566,573,1,1,1,1,1,1,1,1,287
567,569,564,566,1,1,1,1,1,1,1,1,283
563,570,560,567,1,1,1,1,1,1,1,1,284
567,569,562,564,1,1,1,1,1,1,1,1,282
569,571,565,568,1,1,1,1,1,1,1,1,284
571,575,569,571,1,1,1,1,1,1,1,1,286
571,573,566,569,1,1,1,1,1,1,1,1,285
565,570,563,567,1,1,1,1,1,1,1,1,284
563,568,560,567,1,1,1,1,1,1,1,1,284
563,565,561,562,1,1,1,1,1,1,1,1,282
565,567,560,563,1,1,1,1,1,1,1,1,282
559,572,559,563,1,1,1,1,1,1,1,1,282
546,560,540,557,1,1,1,1,1,1,1,1,279
557,558,542,549,1,1,1,1,1,1,1,1,275
556,567,554,557,1,1,1,1,1,1,1,1,279
560,568,557,560,1,1,1,1,1,1,1,1,280
565,568,563,566,1,1,1,1,1,1,1,1,283
568,571,564,566,1,1,1,1,1,1,1,1,283
562,568,561,565,1,1,1,1,1,1,1,1,283
567,569,556,563,1,1,1,1,1,1,1,1,282
588,588,579,580,1,1,1,1,1,1,1,1,290
574,586,574,581,1,1,1,1,1,1,1,1,291
564,579,562,576,1,1,1,1,1,1,1,1,289
560,565,557,560,1,1,1,1,1,1,1,1,280
565,565,561,562,1,1,1,1,1,1,1,1,282
561,568,560,564,1,1,1,1,1,1,1,1,282
547,556,546,555,1,1,1,1,1,1,1,1,278
542,548,539,545,1,1,1,1,1,1,1,1,273
535,546,535,541,1,1,1,1,1,1,1,1,271
529,533,528,533,1,1,1,1,1,1,1,1,267
527,532,523,527,1,1,1,1,1,1,1,1,264
527,528,520,526,1,1,1,1,1,1,1,1,263
534,538,531,531,1,1,1,1,1,1,1,1,266
543,544,532,535,1,1,1,1,1,1,1,1,268
547,547,541,543,1,1,1,1,1,1,1,1,272
541,544,540,541,1,1,1,1,1,1,1,1,271
538,545,536,543,1,1,1,1,1,1,1,1,272
542,543,538,538,1,1,1,1,1,1,1,1,269
537,544,534,541,1,1,1,1,1,1,1,1,271
533,537,531,533,1,1,1,1,1,1,1,1,267
533,540,530,536,1,1,1,1,1,1,1,1,268
534,538,528,534,1,1,1,1,1,1,1,1,267
540,542,535,536,1,1,1,1,1,1,1,1,268
532,542,532,533,1,1,1,1,1,1,1,1,267
528,534,522,531,1,1,1,1,1,1,1,1,266
537,538,526,527,1,1,1,1,1,1,1,1,264
529,542,528,541,1,1,1,1,1,1,1,1,271
535,535,528,531,1,1,1,1,1,1,1,1,266
535,536,530,533,1,1,1,1,1,1,1,1,267
538,541,526,530,1,1,1,1,1,1,1,1,265
544,547,531,534,1,1,1,1,1,1,1,1,267
541,548,535,542,1,1,1,1,1,1,1,1,271
538,550,536,542,1,1,1,1,1,1,1,1,271
547,550,536,540,1,1,1,1,1,1,1,1,270
565,571,535,550,1,1,1,1,1,1,1,1,275
583,587,572,583,1,1,1,1,1,1,1,1,292
586,586,575,580,1,1,1,1,1,1,1,1,290
581,590,576,588,1,1,1,1,1,1,1,1,294
593,594,578,580,1,1,1,1,1,1,1,1,290
584,594,583,590,1,1,1,1,1,1,1,1,295
576,588,574,587,1,1,1,1,1,1,1,1,294
598,598,588,590,1,1,1,1,1,1,1,1,296
604,604,594,601,1,1,1,1,1,1,1,1,301
592,603,589,602,1,1,1,1,1,1,1,1,301
609,610,593,594,1,1,1,1,1,1,1,1,297
626,626,606,608,1,1,1,1,1,1,1,1,304
627,628,622,624,1,1,1,1,1,1,1,1,312
627,630,624,627,1,1,1,1,1,1,1,1,314
